parent_account,amount
D23CA4A0ECD02384F8C9B,14
3A0C0E6BA1145BC086B8A,14
846DEBEC6D5C2CAE8041A,14
77F2BFA63E91FC5AAF6B7,14
8D506E4A3A55E2587A71A,14
8F34B48023303F1A2BAB5,14
3C36DA9C90A647EF9B41B,14
6B904044A8076C115F7C7,14
345FB9B002769DE8DBFB5,13
1ED9F1F63BA206C6882B6,13
B8697679070361709C0C8,13
5453DE708C9D58E8FF1FC,13
1A8D97F531A56F45B2758,13
576ACC837FF362DDFCD19,13
70BE3B5BEBAAE49D6DC09,13
9967A53B7DCE9DC910E9F,13
822F30C6254350621EDED,13
B13321ECF47CA24DFD0AD,13
9BBE8D6D878E95F88E840,13
F87104B329E2FFE2B005B,13
A452E48268BC6907CF1B3,13
36AF9ACBE0CE0262DF732,13
3552AF28F183C8E56A7D5,13
AF9532DED9D24E7364E8F,13
4C9DC797E05596D2E27E8,13
76DAA62437C5223975171,13
F65349FFF6CEFE3DF206C,13
D5257DD10AE5CFD63AD69,13
1BA3026E3C68D4187F135,13
48B083190F3DA30276E67,13
185A59B3ADC6051AF8B18,13
E1D615E01EAC666B30096,13
CA1E6C9B6C9149E7D8FF0,13
31F16A3E9414A799E89B3,13
A619C97667A1CC8036E0E,13
209E5EC7EB68EBF012842,13
923BE8949DE4559FD7A0C,13
0EE08599BBFEDED1F01F0,13
FB51051839FB3533FAD6A,13
EDAEF17C56D830A6B251A,13
32162C93B68C66B371EA3,13
06DC18CAFDB0DB571568A,13
0E74641C90E88F65B6CA3,13
14E54C822B86295408FAA,13
23EFBC0F889F80B144126,13
25D0448BBAF77B00FBD6F,13
63453E895F92941446590,13
5A6BCDFE41911F1B8F706,13
307241C7888FFE8ED2A75,13
EBE45ACC7D872D8D4C4E4,13
44D40EBB4834934AE3A11,12
38AA7D562B7DBECE9592B,12
FE2EBCE3D047CCBF6F76F,12
FAA8F3A775164B76BC5B7,12
1B08C1AF17013E3C2756A,12
FCFC3A509F2FFB7376544,12
A683EB32933E65ABA8F9B,12
A3D974D7DB99EE4F1B5A6,12
1A64BF53DDEB4C18879A9,12
41545E8EFA198FA7512F6,12
B3B4BBBEBC981D63E7A21,12
47CB8C455B6022B59A783,12
3719F5447B04CF05C1EC8,12
FC612D6DF9DC0E8C21EB4,12
FDBD832821857F4E0A0E0,12
3941F71DE8F143D3261FD,12
1A31C2B9ED3917A000A2C,12
F6E4E7E1D3FC70E2C4914,12
9CB42DD1DDB14F84C20BC,12
4BAA9BCDE7228FE0E1F52,12
ED6E5C73B0E3998A902B6,12
0D6BCC152BE1E57296838,12
EB7C8ED3CFA505BC6467D,12
71309ABB73AF064DB34E2,12
CAF11DBE00A73FC375EB3,12
D15A0721ABCDB638EECEC,12
CB398B68EDC213FDAFC15,12
35F45D1C6E40F584C4958,12
2B14EEAF678CEF8D2BCBF,12
087CC2B635313AAE53308,12
8A13CCA6F7B91019C0ED3,12
CDDBEC041C7F4A4177059,12
0968620142ABB949C327E,12
09B79B87E7BE82FBA1C94,12
84FBF64607FC594921F41,12
09E573B2D1982A6FB791D,12
EC6C52A6885B8352C6FB4,12
5E7299D843277C4F7DCC8,12
95A18AF405B3A4717B1ED,12
26785C0734F5CFF503197,12
4D33D3CA5E71950ABD4B0,12
9CEBE482802F13F16D36C,12
52E68594A674542A3B13C,12
7F4BE4884DDE6673B4FE8,12
76D0F3A9D8E0304CFCC34,12
99C75251AA5646BB7DF45,12
54DA0598BBDEDAA2006C7,12
DDD3A225270C9971C71EC,12
80173170CE8C7525FE2D3,12
26BAA753AB14F4A5B20BA,12
EF5056139DCC82020FCA5,12
C6D5DFB4F3427DAD65B91,12
3FB0C58FD65188107702A,11
AF433AF286F38A7F4C6F7,11
74A6C2CAA74AB4F23BB5D,11
82EF7AEFF9759EAA781DA,11
77AD5C7967B73A4703458,11
787BB13D17B713BDCF05A,11
6BF045BC4F81FA0BBC755,11
6B6BBB494426E358F8353,11
705BAC2DB113D0F9DF4AF,11
241878CF87258500F0610,11
ABFD9A87F9A963C9BCB8D,11
88FA2FD69CA7ABCCFE5BD,11
9C1BC275AC19707D7EFE1,11
1DE266C72908DDBA62715,11
53B27CD9023C429BE4FFB,11
9BC34154995E5EE624C3F,11
1F25EEF68F823932F4002,11
583020BA5E73AED1BC833,11
A4F1958DAF871DC13B009,11
5A0978D0A810C364599C1,11
5CABA6A89803971CB7DD6,11
5E7F20191AF1461A53684,11
314DA524815D4294BF065,11
611E1374AE0D1D000F726,11
6196D4D8A34F2B3E58781,11
381B1B20C8F0D51A8585D,11
2F9CB0F59F293621B7BE2,11
44BE18836A7138EBE5D3D,11
40B7EA6E3D5DEFC8129BE,11
7A3C1BE5B21D72A010D39,11
0002E02CA6EC721516BEF,11
3B8050FD442F4F5046ADF,11
BF72BB4F9248D53E1C141,11
CC99555D92EE3B809C5C7,11
08B25E521B5B09A54BC1D,11
DB047037D44ADC7455194,11
C9F055CF05072E95BD2E2,11
0CEA11B35A432A2F6FAFD,11
FD7EE7BEAA6AC9599B47B,11
C0CACFD907C5A2717D465,11
B47692D837A64B4220951,11
D984099E962D4304CB446,11
E94C8F9C39EAED6CA0775,11
B76741FCEE69061CAD2FE,11
E8A4174A20ED635DEAFC3,11
F6DA5F34E895E4ECAD41D,11
C4E4AE417193D297C62F8,11
DBA78AA98A11B1CD0C4B7,11
FCD93D9EBE9761D27E13A,11
CED70354DAB6799AF88B8,11
F13F4DB6272E67E7A58DD,11
FE92F3CD8DB77ED73EB85,11
BD713A94ACD3D5954CFA0,11
CF368611F06263726E37E,11
E1B68D8DBC1664E58F919,11
F25BE69675673B802A124,11
CD5C123FF97D06610BD5E,11
E4A2B324DBE282EBDB5D2,11
0264F124EFA037C7AC200,10
6E8C4EEDEE4A3E0E04D22,10
98EC7F1F0F05CD81EB3AC,10
D92F82F68F6730FBAA679,10
74B7694280829BFDD2CFC,10
6E968AAA95BEC6B5B971E,10
A395A3DBDAD3BA1888423,10
F78F8773BD57FC200FFF4,10
1CE8E2DC3D0C752B1DF47,10
62FD47484D69BF1760473,10
6E98FB03B37668FAC7AAF,10
644C280DB557D166EA412,10
643B4FCDE2DE57DBD0507,10
480CB3A2282F40038F644,10
BE4D5562FCDDBA81A425E,10
4B1BAFBB55D7945CE3090,10
139925C66CB0BAC242108,10
0C8A8ACAB4449A390A7AA,10
F6D465CBE75A208420C91,10
4CF97940568D3EF1897D7,10
843A84F283C7200299BBA,10
83F74A27FE9163A2D1F93,10
F16390C4E14107D6E3139,10
873C40EAF270E0C38492E,10
8906B552F467E404EB293,10
818635D398D5996AD8687,10
8A94179068C4B8ECBE54C,10
81404A9AB3FC57EF048A1,10
8BBC8279885583748CF5F,10
CD51C6247246352CCDE71,10
8DF0D1E88D9332167B70E,10
346374AD4010595313A01,10
8E3A12A033B6DEFCBA004,10
F3FB9443A69D62E561F1A,10
07159BAAADEE62F11DCF3,10
9581C8CC3127C5AA979B2,10
EB62F874DDEA308ABCBC9,10
C799134C203191599B23F,10
788A3E329457B87C138A8,10
FB204779850548F932AD1,10
F5D18907974D6B520BE0C,10
6E5DBE57CA1A06D7C20A6,10
1E7B45B0F240637EDE6EA,10
E0C43AE53C17CF0F5806A,10
15EEAD7D4221B23CF1BCE,10
69E727309BE63F75AF323,10
6BFA8C95630CD9D30F546,10
B86B7F07AA61CF196957F,10
AFA7B8C39BD397F721B83,10
B4EFBF2E1DC766F861C03,10
400E97446DA5E99252579,10
A73050F67D83F3CE13671,10
3C757E2B6DAB8DAD465FB,10
1559DE7C3B182E58EBE22,10
E12F630B3EDBF8666A720,10
1860BE6A6D0407F5CD676,10
B5FC1F2AEDDFE0969C865,10
2CA3B6139332F64496C95,10
40811870F442E0C8AC7E3,10
7F7F4D16FFE4F176E3758,9
0AA731C7D712B6B06662F,9
8FD573C47F225257F1D52,9
CFF92E0C1B15785848C61,9
233AD24E60ACBD517764E,9
8F0EAA79D5F1B1E3CEEA7,9
12FAE94008960B3182613,9
906D1AC8780701171B473,9
736779F12FC816BCCEF0A,9
79322AEA28A6EA6E7D1F1,9
72B3418058AD9CE52CACB,9
C0D3206781F646CAEE876,9
B849786D4A22CC6105054,9
36C52BB558105BD76D8A9,9
8FFEA06AA8BA491833D69,9
76B5D842E951D5D38C59A,9
5E466F9D618F82CD223DD,9
C21204C12C8BD5A8F1354,9
B6303350E787047605DD2,9
4E9FC7F1F8F04FDB2F266,9
94FF13A602BE84C1D0661,9
AB190C6BE7F3D827F2865,9
96F344B3A34570F9A9332,9
C794873FCCD724431EF36,9
6E56F7D318A88E42307A4,9
4CC2B45C306AA5A9A3797,9
7B03F94F66DAFABD8A8AB,9
60941DCA168D5AEA1D043,9
9461B4BCF0177D1140D05,9
97A09166B003AF07AA79C,9
B68107C3260D3D380C500,9
6B49EB80AA0B5BC3653FA,9
98259977097FD004406BA,9
4AD0BD89AF0980AB112AC,9
D5640923F72185B90D006,9
0097EC471477E86C1E668,9
734450064F952DDE9EC45,9
7A2AA344DAA5AC685A2FA,9
2BF23F56C32FFD6B5E5A3,9
32AA707727F0AFA51EA90,9
68FB2D106E32DB6F933E1,9
A15DD16B10DEDFC1DB81F,9
A38070D496599CE221A17,9
469EEB768B4CEE43198FF,9
0F5D071B8533F644A68F8,9
3296A736A9193F6015E0A,9
FBAF51ACA13831E454562,9
3CDA18477CFEFF7276AD0,9
D16553752EE4DE9B0DDE9,9
069993D689A2819EA3C37,9
41FD6B1E26CF8EBA07139,9
F38495966E5520E29856B,9
BC54F24C5799B3E13D2C5,9
376856BE6AFBC230BEB1B,9
A69EE0A7D6E0040DEB09A,9
6805C4E35C65422354E6D,9
15192C34278C873DC558A,9
BC17FDD3B8078122B634E,9
090DA0EDAD31AF4BBF152,9
DDC7E98EA092C70A1F476,9
DAE79B69CCDCE9A8D61E6,9
71C5B3748D887EE38BA74,9
F82F7FAFF7ACD1BC9A0BB,9
CE9D22325A8796DE73DF7,9
39F608CAE1255BF4A2FEB,9
9E9F7B22F8853B5D88D39,9
F4E41FEC0822E211D9E87,8
88A53F366CCCE35881EA3,8
F5404C3DAB0326B027A7B,8
D1702E4CDA124D3FD5474,8
B20F7AB16924F47782467,8
4F9D415A373055B287A6D,8
5787CD29924D10DF2E6FA,8
F0CA6D7107002A8DB61BE,8
93B125157D9577B213E8D,8
1786C733EA5697312E22B,8
943F3EFD8EEB46D20CCD8,8
E200D481BA3D9B26F6F52,8
68E7340FB06FBF991EFC1,8
2D2D0C1F9C5C362FB8B6E,8
9332B4CF9A1570293BCA7,8
2E61E1328D715F6422AA8,8
8C849F3B395483EC335DA,8
CD08D7B11E0EE4899768D,8
7FD401655837844253DAB,8
8E954A3825E00B848AAD8,8
04D4B6DA79CA6B803190B,8
8B957A16499F2DC3DB814,8
7FADC167875ADD29A77B1,8
04D2EC8C0DAF55F76152C,8
F3ADEFB1BB43933B66AF4,8
04CB9AA7154C2CD8476A0,8
34EC7F231931B64B8D3B3,8
E1F19C255767A1D5D8131,8
CAFD5640FC2CF50475734,8
90D705DDE431EB5268BFA,8
21FA0CF9BB03495F8A03C,8
509FC09F042564746FCBD,8
8D16C547BE03D00534BF4,8
814765C8D3A3D72A300E3,8
9230E7F50522AF18614C6,8
6A9D1B002699BA40DBB95,8
91C35CD729F0C29F575D9,8
4CD91F9ED72C02C87282C,8
A06D0DA0C3BB378946F67,8
6184B4985884169B4196B,8
DDEB1DF9D809D9C75D160,8
4A1B8B933F08D7400721F,8
9DDF2C2F41E1F4CFBB58A,8
6573B6CC6598B098E69BC,8
F752EA885492545D8F3FB,8
41E84D8BFC9116A948E36,8
1B0411657C3F126EDF03F,8
9A8E330A3DABD4073D63A,8
5972E80856F2EB37F40ED,8
C06E6A839D718C9B76261,8
BDAF558FD886680DC5080,8
99B3ECBE724D97E67C859,8
741BE9C99AB1D8A026EC5,8
F80EF020D2DCF2F2501FF,8
1E2BBEF265B7AA0E35400,8
9B6001A1ABFF9FBC8FA25,8
61BFAE604F4EDB4DCB785,8
F80FA66B068B52DFB4675,8
48F3512E9908469246F70,8
3B38285ACCA115CC103B5,8
E79B209DA6D9E0B600035,8
C08D9CAEBBA6AC1CF691B,8
37449E7AB0BB3A7BA0733,8
71B7321BB36E22BF9DDF3,8
981E339D8A3FA0C267A16,8
4001DCE22CC20A1637E87,8
019E36326FE2F1D92E1C8,8
FD4E38AC9A1AFFE8CCC99,8
2052C220DE415EB4846DE,8
6B90695D1A306C225412A,8
973241DC6B7856BCBCD6C,8
F61EABF5A774C35411E57,8
97751581FA3D45A4F3AB7,8
E91290AFCDA0898811197,8
C6846C8D17E2EF04E206D,8
149B5A80A9B848F49EEB4,8
DA7AD1A0E4CE4523C5072,8
62E71E0BCFC5974378246,8
714B3B12187B7992FE9BA,8
76BA2F083CE2DF5CB8039,8
6CC1765D206E2BE19A372,8
19C304ED02A73775F190D,8
03B87969F83E15E38DC1E,8
6C277077EEA832CEE60CB,8
2AA2209C4D87B9BE0BA93,8
63D966C06068C2A7F0660,8
F90C80EF82F9A88D79E25,8
292D26F37D4DBA7908987,8
712162EEC29AE65F86B81,7
31A0DFC8A3BF573E3FE9C,7
0D6952F7DA954BF4CE975,7
EF005DEB1A8417A250F90,7
70FCA70679D2C58271EC8,7
6C150B55FBD92961B6952,7
DB6B8CC7D8A28771E436E,7
D167C55B368090319D527,7
63665202022F3BB871B72,7
E57E1212C3AEE65892E17,7
6F86F442F7945F74B7416,7
834C4D9D3A8231C47A5F0,7
09E3D8611052DF60661B8,7
6CA31F740ACB6A0DFDB4E,7
D000A4B28A0AF9CDC0991,7
6D3882241126B6CCAF4EA,7
DC382E001D49D17618B53,7
E0B2271E8F58C4BBAAC9F,7
810F79CB3C55A421179CB,7
6131DA9E1B9D075E3696B,7
D7C4113B9A4AD0F3A30CB,7
EC587213DDA5EB57A7605,7
2C8ECB9D664B82534475B,7
7C7E8996FD7C77DE2C4E6,7
083DEE6C9A40C922C9F9C,7
D5674670524422248DFAB,7
290D80AC35DB4B813064F,7
B201BA83D2A0F6360765F,7
7D1E89D3DB4C5684C11F1,7
7D71ED10C7DAB63AD13DE,7
7DA204D14C6877635240C,7
EE48ABA220A937170E11D,7
D4F7505BAA54C586C8E28,7
ED7AD9C0DA6DE35DEFA5F,7
E7E51664370026870B5C1,7
748FC4F049DD952648144,7
7FAAD2BA5E2D8578A5B02,7
08A68543A112483FF2753,7
3221E02EBBBC77D1B23BE,7
DA81F09A69ADBAC3036F0,7
EE4086786A51CAA99C590,7
2A5E474B7F0124F099AA2,7
6DBD5C510153ACD2212A4,7
67BD08DC5A3D05C8E2ACC,7
A99D3CCC1E66EBE83D1F1,7
490E4458089FD9BD8F2D1,7
CF406772CDF8A0DD438B6,7
9B953F705F4C4AEE9EBC4,7
FB93EC68AC9B9801E4E38,7
9B4FDC194BA57F5D1DD7F,7
9B1D144EBBA81BF6F13AB,7
9ABF0A0334227F590D870,7
386AA4E53613FEC337D5F,7
FBAB908CB7BA8C874CA44,7
4A4A99B22A04DEE5649EA,7
C2B7243A9304F51A3C1C9,7
F74FD446B9069F445F091,7
43D5C5F1300B18570CB3E,7
199287EDB5C01FD3D6C65,7
97FD7C02C72EE32E47011,7
979C28824F421FE3E9B50,7
A90A2066B360B5E2B47F6,7
402C55188E7E3D706F81A,7
963F03DD0D284EEFFB4F5,7
BC6747039320D59FD80AE,7
208147BCCD996ADA55C7A,7
2089153FD56D9362347C8,7
C16EDFAF8FFD6B0FD55DD,7
BADAF7453A7AAE2A8CF3A,7
B633145135CC7AB90F24D,7
1331D040A54F6551CE772,7
A48C7703ED59E73301388,7
A4B76BB1D2FBBDC1EAE2E,7
A3A860BE59FF52C0DA74D,7
A4C7C7A8E7B02E1DC81DC,7
A4D3FCB08DDA7564F8945,7
BDD23349E04675641BC69,7
474B729E0D4CA99961092,7
A143AD05285182E14510F,7
A12F9D980D9ED2B265CEF,7
FA7679AC1145F763CCEDC,7
9F82CBCC978DD69C2C80C,7
9F717BD0EED01C4D5B1B7,7
BB1A3E1E6C2E414B6854F,7
1C30FAD5BF7E543199DBE,7
BE8226CD853A5547FE445,7
BEBFC20B5592508DAADB4,7
F8E25FF6F0ADC04900C77,7
48D8D0CE1376A16E38C03,7
136EF936C7DB9D56AC783,7
F820258F4B18282750764,7
01F3491268D5CBBB119BE,7
